INCL,LNG,MS,MS_subtype,r_overview,item,gloss,function_classes,clacomb_sem,notes,cxn_related,piv_sens,pro_null,mainCla_pro,cpxPreds,locii,source,examples
sample,WGA,cjxPbo,"external, converb, post-infl",[V:NOM]-ngerl 'ERG(OP)/LOC',-ngerl,ERG(OP)/LOC,"t_simult_circ, t_prior_cause",,,,SS,yes,,,,Breen1974_23-24,"""1-87"":""1-88"", ""1-93"", ""4.2-72"""
sample,WGA,cjxPbo,"external, converb, post-infl",[V:NOM]-ngert 'ALL' [+O-ALL],-ngert,ALL,t_result_purp,,,+O-ALL,O=S',yes,,,,Breen1974_24-27,"""1-89"":""1-92"", ""1-94"", ""1-102"", ""1-110"", ""4.2-68"", ""5-31"""
sample,WGA,cjxCla,left-edge,il 'REL',il,REL,"reference, complement, t_simult_circ, t_prior_cause",,'like',,,,,,,Breen1974_24-27,
sample,WGA,cjxCla,left-edge,il 'REL' [+V:POT/IRR],il,REL,cond,cond-hyp,,+V:POT/IRR,,,,,,Breen1974_76_123_139,"""2.3-28"", ""4.2-18a"", ""4.2-63"", ""4.3-2"""
sample,WGA,cjxPbo,"external, converb, post-infl","[O:PURP, V:NOM]-riy 'PURP' [+O-PURP]",-riy,PURP,t_result_purp,,"desid, oblig",+O-PURP (one ex of ACC),x,yes,,,,Breen1974_80-82,"""1-18"", ""1-70"":""1-71"", ""1-74"", ""1-83"":""1-86"", ""1-89"", ""1-97"", ""1-99"":""1-100"", ""2.3-52"", ""2.3-55"", ""2.3-57"":""2.3-58"", ""2.3-78"", ""4.1-48a"", ""4.2-18b"", ""4.2-65"", ""4.2-67"":""4.2-68"", ""4.2-75"", ""4.2-79"", ""4.3-6"", ""5-14"""
sample,MAY,nfin,converb,[V]:tu 'PURP' [+X-PURP],:tu,PURP,t_result_purp,+X-PURP,"mod-intent, -hort, -desid",,,,,,,Breen1981_58,"""44"", ""70"", ""113"":""119"", ""194"":""195"""
sample,MAY,cjxCla,bound,[X]-lu 'REL',-lu,REL,"complement, reference, t_simult_circ",,,,,,,,,Breen1981_71-73,"""191"", ""197"":""201"""
sample,KRL,cjxCla,left-edge,en 'and',en,and,"addit, t_simult_circ",,,,,,,,,Brown&Ponsonnet2021,"[Brown&Ponsonnet2021]""3"", ""5"", ""10"", ""14"""
sample,MAW,int_disc_misc,mood,[V]:IRR,:IRR,IRR,t_result_purp,,,,,,,,,Capell&Hinch1970_101,"[C&H1970_101]""5"""
sample,MAW,cjxCla,left-edge,ta 'land gender' [+V:IRR1/V:FUT],ta,land gender,cond,,,[+V:IRR1/V:FUT],,,,,,"Capell&Hinch1970_102-103, Singer2006_152-153","[S2006]""5-9"":""5:10"""
sample,MAW,int_disc_misc,mood,ungburun/ngungpurrun 'maybe' [+V:FUT],ungburun/ngungpurrun,maybe,cond,,,[+V:FUT],,,,,,Capell&Hinch1970_91,"[C&H1970_91]""3"":""4"""
sample,NGI,int_disc_misc,right-edge,[tell_]luku 'thus',luku,thus,complement,,,,,,,,,Cerin1994_101-102,"[Cerin1994]""521"""
sample,NGI,cjxCla,left-edge,[(thus)_]il 'that>if',il,that>if,"purpose, complement, t_simult_circ",whether-comps,< 3sgERG / interrogative,(thus)_,,,,,,Cerin1994_103,"[B&B1993]""T111B-6"", [Cerin1994]""526"""
sample,NGI,cjxCla,left-edge,(3rd person pronouns),(3rd person pronouns),(3rd person pronouns),reference,,,,,,,,,Cerin1994_146-147,"[Cerin1994]""624"":""629"""
sample,NGI,cjxCla,interstitial,inandja 'because/on account of',inandja,because/on account of,"t_prior_cause, appreh",,< 3sg+ABL+...,,,,,,,Cerin1994_68,"[Cerin1994]""417"":""419"""
sample,NGI,cjxCla,bound,[X]-uk 'while',-uk,while,t_simult_circ,,,X,,,,,,Cerin1994_82-84,"[Cerin1994]""453"":""457"""
sample,WOA,int_disc_misc,,ba:[V] 'CTF',ba:,CTF,"cond, appreh, t_result_purp",,,,,,,,,Clendon2014_194-201,"""8.29"", ""8.45"", ""15.35b"", ""17.25a"""
sample,WOA,cjxCla,left-edge,ngamba 'when',ngamba,when,t_simult_circ,,"< now, soon, later",,,,,,,Clendon2014_253-255,"""10.47"":""10""50"""
sample,WOA,cjxPbo,external,-ngarri 'REL',-ngarri,REL,"reference, ?",,,,,,,,,Clendon2014_262,"""7.13f"", ""10.17a"""
sample,WOA,nfin,sV-RECO,(inflecting verb omission),(bare/serial preverbs),(bare/serial preverbs),"t_simult_circ, t_result_purp",,,,,yes,,,,Clendon2014_275-277,"""11.5"":""11.7"""
sample,WOA,cjxPbo,"external, sV-CVBZ",[sV]-kwunya(_ASP)(_DEM) 'PURP',-kwunya,PURP,t_result_purp,,,,,yes,,,,Clendon2014_277,"""11.8a-c"":""11.09"""
sample,WOA,nfin,"sV-CVBZ, ptcp",(substantive preverbs),(substantive preverbs),(substantive preverbs),"complement, reference",,,,,yes,,,,Clendon2014_278-279,"""11.10"":""11.12"""
sample,WOA,int_disc_misc,,[V]:ngun 'SJV',:ngun,SJV,"t_simult_circ, cond",,,,,,,,,Clendon2014_387-404,"""5.41"", ""5.43c"", ""8.15b"", ""8.22c"", ""8.30"", ""8.42b"", ""15.39f"", ""17.17c"""
sample,WAG,int_disc_misc,mood,menuny 'maybe',menuny,maybe,disjunct,,mod-epist,,,,,,,Cook1987_149,"[C1987]""6-75"""
sample,WAG,nfin,sV-RECO,[sV]-0 'PUNCT/PFV',-0,PUNCT/PFV,t_prior_cause,,,,,yes,,,,Cook1987_258-259,"[C1987]""T3-9"", ""T4-17"", [W1999]""4-36"":""4-37"""
sample,WAG,int_disc_misc,,[sV]-wi 'SEQ',-wi,SEQ,t_result_purp,,,,,,,,,Cook1987_259-260,"[C1987]""11-25"", ""11-36"":""11-37"", ""11-42"""
sample,WAG,cjxPbo,"external, sV-CVBZ",[sV(-ASP)]-gunda 'ABL',-gunda,ABL,t_prior_cause,,,,,yes,,,,"Cook1987_260-261, Wilson1999_85-86","[A1987]""9-48"":""9-49"", [W1999]""4-71"", ""4-73"":""4-75"""
sample,WAG,cjxPbo,"external, sV-CVBZ",[sV(-ASP)]-gu 'DAT',-gu,DAT,"t_result_purp, complement, reference",comp-purpose,,,,yes,,,,"Cook1987_261, Wilson2006_14","[C1987]""9-50"":""9-52"", ""T3-1"", [W1999]""4-72"", ""4-76"":""4-78"", ""4-81"":""4-82"", [W2006]""19"""
sample,WAG,cjxPbo,"external, sV-CVBZ",[sV(-ASP)]-ga 'ALL',-ga,ALL,t_result_purp,intention,,,,yes,,,,Cook1987_262-263_309,"[C1987]""9-53"":""9-56"", ""11-32b"", ""T5-24"", [W1999]""4-79"":""4-80"""
sample,URI,int_disc_misc,relative-tense,(relative tense),(relative tense),(relative tense),"t_simult_circ, t_result_purp",,,,,,,,,Crowley1983_363,"""T2-56"", ""T3-20"""
sample,URI,nfin,converb,[V]:nhu 'NMZ(ABS)',:nhu,NMZ(ABS),"t_simult_circ, complement",,,,,,,,,Crowley1983_372-373_378,"""136"""
sample,URI,cjxPbo,"external, converb, post-infl",[V:NMZ]-:nhamu 'GEN',-:nhamu,GEN,complement,,,,,,,,,Crowley1983_373,"""108"", ""109"""
sample,URI,cjxPbo,"external, converb, post-infl",[V:NMZ]-mun 'ABL',-mun,ABL,t_prior_cause,pivot needed?,,,,,,,,Crowley1983_378-379,"""106"", ""107"", ""137"""
sample,URI,cjxPbo,"external, converb, post-infl",[V:NMZ]-ghu/ku 'DAT',-ghu/ku,DAT,t_result_purp,pivot needed?,"intentive, hortative (insub)",,,,,,,Crowley1983_379-380,"""138"":""143"""
sample,URI,int_disc_misc,,untu-:pun 'there-ABL',untu-:pun,there-ABL,t_result_purp,,,,,,,,,Crowley1983_401,"""T3-14_16_18_30_31"""
sample,DAL,cjxCla,"left-edge, free",kanh/kanunh 'DEM',kanh/kanunh,DEM,"reference, complement, t_simult_circ",,,,,,,,,Cutfield2011_140-150,
sample,DAL,cjxCla,left-edge,nunh 'DEM',nunh (kanunh),D.UNF (D.ID),"t_prior_cause, t_simult_circ, cond",,demonstrative,,,,,,,Cutfield2011_150-152_375-376,
sample,MTH,cjxCla,free,yirla 'until' [+V:PURP-ACC/+'cease':FUT],yirla,until,t_result_purp,endpoint,,[+V:PURP-ACC/+'cease':FUT],,,,,,Dench1994_177-178,
sample,MTH,cjxCla,"left-edge, free",(wayil) wii 'maybe>if',(wayil) wii,if,cond,,epistemic,,,,,,,Dench1994_179-181,
sample,MTH,int_disc_misc,discoStructure,[X]-l 'THEN',-l,THEN,t_result_purp,,,,,,,,,Dench1994_181-182,
sample,MTH,nfin,converb,[V]:rnura/nyila[(-CCASE)] 'PRES.REL',:rnura/nyila,PRES.REL,"reference, t_prior_cause, t_simult_circ",,,(CCASE),,,,,,Dench1994_241-247,
sample,MTH,pivCase,external,[V:INFL]-CCASE,-CCASE,CCASE,reference,,,,pivot case,,,,,Dench1994_241-247,
sample,MTH,cjxPbo,external,[V:PST]-nguru 'ABL',-nguru,ABL,t_prior_cause,,,,,,,,,Dench1994_243-244,
sample,MTH,nfin,converb,[V]:(l.ya)rra 'CTEMP',:(l.ya)rra,CTEMP,t_simult_circ,,,,"SS, one DS ex",,,,,Dench1994_247-248,
sample,MTH,nfin,converb,[V]:(l.ya)rrawaara 'SEQ',:(l.ya)rrawaara,SEQ,t_result_purp,,,,SS,,,,,Dench1994_248-249,
sample,MTH,nfin,converb,[V]:l.wirri/yirri(-CASE) 'APPR',:l.wirri/yirri(-CASE),APPR,appreh,,,,,,,,,Dench1994_249_251,
sample,MTH,nfin,converb,[V]:lu/wa(-CASE) 'PURP',:lu/wa(-CASE),PURP,t_result_purp,,,,,,,,,Dench1994_251-255,
sample,MTH,cjxPbo,external,[jussive/'show'/desid_V:PURP]-a 'ACC',-a,ACC,complement,,,,O=S',,,,,Dench1994_251-255,
sample,MTH,cjxPbo,external,[cog/perc/utter/ability_V:PrREL]-a 'ACC',-a,ACC,complement,,,,O=S',,,,,Dench1994_255_257,
sample,MTH,cjxPbo,external,[V:INFL]-la 'LOC',-la,LOC,t_simult_circ,,,,DS,,,,,Dench1994_76-77_241-243,
sample,MTH,int_disc_misc,,[X]-purtu 'COMPL',-purtu,COMPL,"t_result_purp, contr_advers",,,,,,,,,Dench2009_280-281,
sample,MTH,int_disc_misc,?,yimpalaa 'like that',yimpalaa,like that,compar_manner,,,,,,,,,Dench2009_282,"[Dench2009]""51"":""52"""
sample,DYB,cjxPbo,external,[V:UNM]-mi(-CCASE) 'REL',-mi(-CASE),REL,"reference, t_prior_cause",priority,,(CCASE),pivot case,,,,,Dixon1972_103-104,"""300"", ""302"""
sample,DYB,nfin,converb,[V]:bila(-gu) 'LEST(-PURP)',:bila(-gu),LEST(-PURP),appreh,,,,SS,,,,,Dixon1972_112-113,"""346"":""349"""
sample,DYB,int_disc_misc,discourse,anydya 'NEW',anydya,NEW,t_result_purp,,new topic,,,,,,,Dixon1972_117,"""T15-9"", ""-10"", ""-35"", ""-43"", ""-45"", ""-55"", ""-66"", ""-82"""
sample,DYB,int_disc_misc,N-marking,nguri 'in turn',nguri,in turn,t_result_purp,,,,,,,,,Dixon1972_120-121_361-362,"""685"""
sample,DYB,nfin,converb,[V:FUT_V]:ngu[(-CASE)] 'REL',:ngu,REL,cond,cond-hyp,,,,,,,,Dixon1972_362-363,"""686"":""687"", ""689"":""691"""
sample,DYB,int_disc_misc,,wiyama-ngu 'do.what-REL' [+V:REL] [+V:FUT],wiyama-ngu,do.what-REL,cond,cond-ctf,interrogative,[+V:REL] [+V:FUT],,,,,,Dixon1972_363,"""692"""
sample,DYB,int_disc_misc,mood,yamba 'maybe',yamba,maybe,disjunct,,mod-epist,,,,,,,Dixon1972_363-364,"""693"""
sample,DYB,int_disc_misc,"mood, tense",[V]:gu/:li 'PURP',:gu/:li,PURP,t_result_purp,,,,,,,,,Dixon1972_73-74_74-77,"""127"":""129"", ""133"", ""136"""
sample,DYB,cjxPbo,external,[^X-LOC_V:REL]-ra 'LOC',-ra,LOC,"t_simult_circ, t_result_purp",,,[^X-LOC_] [V:REL],DS,,,,,Dixon1972_77-79,"""147"", ""149"", ""150"", ""152"", ""153"""
sample,DYB,nfin,"converb, ptcp",[X-CCASE_V]:ngu[-CCASE] 'REL',:ngu,REL,reference,,,CCASE,pivot case,,,,,Dixon1972_99-105,"""290"":""305"""
sample,DYB,pivCase,external,[V:UNM-mi/V:REL]-CCASE,-CCASE,CCASE,reference,,,,pivot case,,,,,Dixon1972_99-105,
sample,YNY,nfin,converb,[V]:nyunda 'DAT.SUB',:nyunda,DAT.SUB,"reference, complement, t_simult_circ",,,,x,,,,,Dixon1977_323-333,
sample,YNY,nfin,converb,[V]:nyum 'CAU.SUB',:nyum,CAU.SUB,"reference, complement, t_simult_circ, cond, t_prior_cause",,,,"O=S', S=S'",,,,,Dixon1977_334-341,[S2005_76
sample,YNY,nfin,converb,[V]:na 'PURP' [+O-PURP],:na,PURP,t_result_purp,n,"insub: deontic, dynamic",[+O-PURP],"SS, O=S', DS",,,,,Dixon1977_342-349,
sample,YNY,nfin,converb,[V]:dyi[(-ERG)] 'LEST' [+X-FEAR],:dyi,LEST,"reference, complement, t_simult_circ, t_prior_cause, appreh",,insub,[+X-FEAR],"ERG for SS, ABS for DS",,,,,Dixon1977_350-357,
sample,NGY,cjxPbo,"external, converb, post-infl, infin",[desid_V:PURP]-nginda 'CARIT',-nginda,CARIT,complement,comp-desid,,,,,,,,Donaldson1980_113-116_,"""10-5"", ""10-6"", ""T8-16"""
sample,NGY,int_disc_misc,discoStructure,[X]-la/langa 'THEN',-la/langa,THEN,t_result_purp,,,,,,,,,Donaldson1980_161-162,
sample,NGY,int_disc_misc,N-marking,[X]-buwala 'CONTRAST.TOPIC',-buwala,CONTRAST.TOPIC,contr_advers,contrast,,,,,,,,Donaldson1980_247,
sample,NGY,cjxCla,"bound, free",[X/V:INFL]-yanbii 'ADD.TOP',-yanbii,ADD.TOP,addit,,,,,,,,,Donaldson1980_247-249,"""9-32"":""9-36"""
sample,NGY,int_disc_misc,,[V:INFL]-gulaay 'LIKE,-gulaay,LIKE,compar_manner,,,,,,,,,Donaldson1980_249-250,
sample,NGY,int_disc_misc,mood,[X]-ma 'CTF',-ma,CTF,cond,,counterfactual,,,,,,,Donaldson1980_251-253,
sample,NGY,nfin,converb,[V]:Nara 'CIRCUM' [+X-CF],:Nara,CIRCUM,cond,cond-ctf,,,,yes,,,,Donaldson1980_252,"""9-56"""
sample,NGY,nfin,converb,[V]:i/giri 'PURP' [+X-L.EVID],:i/giri,PURP,t_result_purp,purpose,"deontic, hortative, evidential","+X-L.EVID (obligatory, provides intentional value)",x,yes,,,,Donaldson1980_276-278_281-285,"""10-15"":""10-17"", ""T1-53"", ""T1-55"", ""T3-4"", ""T4-4a"""
sample,NGY,nfin,"converb, infin",[juss/'say'/'know'_V]:i/giri 'PURP',:i/giri,PURP,complement,"jussive, comp-purpose, citation form","deontic, hortative",juss/desid/'know'_,,,,,,Donaldson1980_280-281,"""6-18"", ""6-93"", ""9-30"", ""10-1"":""10-4"", ""T5-5"""
sample,NGY,nfin,"converb, infin",[V]:i/giri[-DAT] 'PURP',:i/giri,PURP,"t_result_purp, complement","purpose, comp-purpose","deontic, hortative, N-purpose",-DAT (switch ref marker),S/O=S'/A',yes,,,,Donaldson1980_281_283,"""10-7"":""10-14"", ""T1-5"", ""T1-47"", ""T4-5"", ""T5-10a"", ""S5-1b"""
sample,NGY,nfin,converb,[appreh_V]:waadji 'FEAR',:waadji,FEAR,complement,appreh-timit,,appreh_,x,yes,,,,Donaldson1980_285-286,"""10-18"", ""10-22"":""10-23"""
sample,NGY,nfin,converb,[V]:waadji 'FEAR' (+X-L.EVID),:waadji,FEAR,appreh,,,+X-L.EVID (one example),x,yes,,,,Donaldson1980_285-286,"""10-19"":""10-21"", ""10-24"""
sample,NGY,nfin,converb,[V]:Nara 'CIRCUM',:Nara,CIRCUM,"t_simult_circ, cond, t_prior_cause, complement",,,,,yes,,,,Donaldson1980_287-291,"""10-25"":""10-28"", ""10-32"":""10-34"", ""10-37"":""10-39"""
sample,NGY,cjxPbo,external,[V:INFL]-ba 'SUB',-ba,SUB,"t_simult_circ, concess",,,,,,,,,Donaldson1980_291-294,
sample,NGY,cjxPbo,external,[V:INFL]-ba 'SUB' [(+dem)],-ba,SUB,reference,,,(+dem),,,,,,Donaldson1980_294-301,
sample,NGY,cjxCla,left-edge,yaay 'thus',yaay,thus,compar_manner,,,,,,,,,Donaldson1980_295-296,"""10-49"":""10-52"""
sample,NGY,cjxCla,left-edge,yinggal 'same' [+V:INFL-SUB/+V:CIRCUM],yinggal,same,compar_manner,,,+V:INFL-SUB/+V:CIRCUM,,,,,,Donaldson1980_295-296,"""10-53"""
sample,NGY,cjxCla,left-edge,yinggal[-CASE] 'same',yinggal,same,reference,,,,,,,,,Donaldson1980_295-296,"""10-54"""
sample,NGY,cjxPbo,external,[speech/thought/perc/emotion_V:INFL]-ba 'SUB',-ba,SUB,complement,,,speech/thought/perc/emotion_,,,,,,Donaldson1980_301-304,
sample,NGY,cjxPbo,"external, converb, post-infl, infin",[perc_V:CIRC]-DHi 'CIRC',-DHi,CIRC,complement,abstract stimuli,N-case,perc_V:CIRC,,,,,,Donaldson1980_91-93_96-99_287-291,"""10-26"", ""10-27"""
sample,GUB,cjxPbo,external,[V:PRES-gam]-ba 'LOC',-ba,LOC,t_simult_circ,,,,,,,,,Eades1979_287,"[E1979]""50"""
sample,GUB,cjxPbo,external,[V:PRES]-gam 'NMLSR',-gam,NMLSR,reference,,,,,,,,,Eades1979_287_324,"[E1979]""45"":""51"""
sample,GUB,cjxCla,left-edge,baya 'FAC.CONJ' [+V:IMP],baya,FAC.CONJ,t_result_purp,,hortative with IMPER,+V:IMP,,,,,,Eades1979_321-322,"[E1979]""169"":""171"", [WWM2016]""9"""
sample,GUB,cjxCla,left-edge,[tell_]baya 'FAC.CONJ',baya,FAC.CONJ,complement,,hortative with IMPER,,,,,,,Eades1979_322,"[E1979]""172"""
sample,GUB,cjxCla,"fluid, bound, external",[X/V:INFL]-ndi,-ndi,ndi,"reference, t_simult_circ, cond",,,,,,,,,Eades1979_322-328,"[E1979]""173"":""178"", ""185"", ""188"""
sample,GUB,cjxCla,"fluid, bound, external",[perc_X/V:INFL]-ndi,-ndi,ndi,complement,,,,,,,,,Eades1979_323-328,"[E1979]""183"", ""186"", ""187"""
sample,GUB,pivCase,external,[V:INFL-NDI/NMLSR]-CCASE,-CCASE,CCASE,reference,"(rare, only one example)",,,pivot case,,,,,Eades1979_324,"[E1979]""179b"""
sample,GUB,int_disc_misc,,yila: 'LOC.DEIC',yila:,LOC.DEIC,reference,ref-loc,one example,,,,,,,Eades1979_324,"[E1979]""180"""
sample,GUB,nfin,converb,[V]:ygu 'PURP',:ygu,PURP,t_result_purp,,same as FUT (insub),,,,,,,Eades1979_328-329,"[E1979]""190"":""196"""
sample,GUB,int_disc_misc,,[desid/jussive_V]:ygu 'PURP',:ygu,PURP,complement,"desid, jussive",same as FUT,,,,,,,Eades1979_329,"[E1979]""200"""
sample,GUB,int_disc_misc,,gala 'and',gala,and,"t_result_purp, contr_advers, concess",,,,,,,,,Eades1979_331-332,"[E1979]""207"""
sample,GUB,int_disc_misc,,waw 'also',waw,also,addit,,,,,,,,,Eades1979_332,"[E1979]""209"""
sample,GUB,int_disc_misc,,djawgar 'so/then',djawgar,so/then,t_result_purp,,,,,,,,,Eades1979_332,"[E1979]""208"""
sample,KYD,nfin,derivation,[V:Nz]-marii[:INFL] 'verbal translative',-marii,verbal translative,t_result_purp,bound,,:INFL,,,,,,Evans1995_170-171,"""4-120"""
sample,KYD,int_disc_misc,"mood, attitude",['fear'_V]:Narra(-CCASE) 'APPR',:Narra(-CCASE),APPR,complement,,,(CCASE),,,,,,Evans1995_212,"""5-51"""
sample,KYD,int_disc_misc,,[V]:THi/nangkiya 'SUPP/NEG.SUPP',:THi/nangkiya,SUPP/NEG.SUPP,cond,,proto-Tangkic hortative/polite imperative,,,,,,,Evans1995_257-258,"""7-9"":""7-10"""
sample,KYD,nfin,converb,[V]:jarrb[^-CCASE] 'PRECON',:jarrb,PRECON,"t_simult_circ, cond, reference",,INSUB?,^CCASE,,,,,,Evans1995_261-262_508-509,"""12-47"":""12-50"", ""12-34"""
sample,KYD,int_disc_misc,mood,[jussive_V]:d 'DES',:d,DES,complement,comp-jussive,,,,,,,,Evans1995_262-263_506-508,"""12:44"", ""12:46"""
sample,KYD,int_disc_misc,mood,[V]:d 'DES',:d,DES,"cond, t_result_purp",,mod-deontic,,,,,,,Evans1995_262-263_519,"""7-34"":""7-35"", ""12-83"""
sample,KYD,int_disc_misc,mood,[jussive_V]: 'HORT/NEG.HORT',:THinja/nangija,HORT/NEG.HORT,complement,,,,,,,,,Evans1995_263_506-508,"""12-45"""
sample,KYD,int_disc_misc,"tense, mood",[jussive_V]:juru/nangku(-CCASE) 'POT/NEG.POT',:juru/nangku(-CCASE),POT/NEG.POT,complement,comp-jussive,,(CCASE),,,,,,Evans1995_263_506-508,"""12-41"":""12-43"""
sample,KYD,int_disc_misc,mood,[V]:THinja/nangija 'HORT/NEG.HORT',:THinja/nangija,HORT/NEG.HORT,t_result_purp,,,,,,,,,Evans1995_263-264,"""7-40"":""7-41"""
sample,KYD,int_disc_misc,"mood, attitude",[V]:Narra(-CCASE) 'APPR',:Narra(-CCASE),APPR,appreh,,,(CCASE),,,,,,Evans1995_264-265_509-511,"""7-44"", ""12-51"":""12-58"""
sample,KYD,nfin,,[V]:THiri[-MCASE] 'DIR',:THiri,DIR,t_result_purp,motion purpose,direction towards speaker,-MCASE,,,,,,Evans1995_265-266_453_486-487,"""7-45"":""7-50"", ""11-8"", ""11-82"":""11-85"""
sample,KYD,nfin,converb,[perc_V]:n(:CASE) 'Nz' [+X-AOBL],:n,Nz,complement,,"aspect-impf, habitual","(:CASE), '+X-AOBL",,,,,,Evans1995_266,"""11-28"":""11-30"""
sample,KYD,nfin,converb,[V]:n(:CASE) 'Nz' [+X-AOBL],:n,Nz,"reference, t_simult_circ",,"aspect-impf, habitual","(:CASE), '+X-AOBL",,,,,,Evans1995_266_472-474,"""11-36"":""11-37"""
sample,KYD,cjxPbo,"internal, converb, post-infl",[V]-thirri[:Nz]([-CASE]) 'RES',-thirri,RES,"reference, t_prior_cause",,resultative nominalisations,":Nz, (-CASE)",,,,,,Evans1995_266-267_478-480,"""11-60"":""11-64"""
sample,KYD,int_disc_misc,mood,maraka 'CTFACT',maraka,CTFACT,compar_manner,,,,,,,,,Evans1995_378-382,"""9-254"""
sample,KYD,int_disc_misc,mood,['pretend'/'lie'_]maraka 'CTFACT',maraka,CTFACT,complement,,,,,,,,,Evans1995_378-382,"""9-255"""
sample,KYD,int_disc_misc,discoStructure,bana 'and',bana,and,"t_result_purp, addit, contr_advers",,,,,,,,,"Evans1995_395, Round2013_204","""9-333"", [R2013]""10-6"""
sample,KYD,nfin,derivation,[V:Nz]-maru[:INFL] 'verbal dative',-maru,verbal dative,t_result_purp,"""use""",,:INFL,,,,,,Evans1995_474,"""11-38"""
sample,KYD,pivCase,external,[perc/utter_V:INFL]-CCASE,-CCASE,CCASE,complement,,,,(pivot case),,,,,Evans1995_474_513-514_516,"""12:62"":""12:67"", ""12-72"":""12-73"", ""12-74"":""12-76"""
sample,KYD,cjxPbo,"external, converb, post-infl",[V:Nz]-marri(-CCASE) 'PRIV' [+X-PRIV],-marri,PRIV,compar_manner,,negation,"(-CCASE), +X-PRIV",,,,,,Evans1995_475-476,"""11-40"":""11-43"", ""12-75a"""
sample,KYD,cjxPbo,"external, converb, post-infl",[perc_V:Nz]-marri(-MCASE) 'PRIV',-marri,PRIV,complement,,,(-MCASE),,,,,,Evans1995_476,"""11-44"":""11-45"""
sample,KYD,cjxPbo,"external, converb, post-infl",[V:Nz]-ngarrba(-MCASE) 'CONS' [+X-CONS],-ngarrba,CONS,"reference, t_prior_cause",,,"(-MCASE), +X-CONS",,,,,,Evans1995_480-483,"""11-66"":""11-67"", ""11-70"":""11-76"""
periph,GII,,,,,,,,,,,,,,,Campbell2006,
periph,GLM,,,,,,,,,,,,,,,Capell1984,
sample,KYD,pivCase,external,[V:INFL]-CCASE,-CCASE,CCASE,"reference, t_simult_circ, t_result_purp, contr_advers",,,,(pivot case),,,,,"Evans1995_489-513, 517-518, 518-522, 533-537","""12-77"":""12-78"", ""12-81""-""12-86"", ""12-87"":""12-89"", ""12-90-12-93"", ""12-123"":""12-127"""
sample,KYD,pivCase,external,[Vperc:INFL]-CCASE,-CCASE,CCASE,?,"""parenthetical"", reason clause",,,,,,,,Evans1995_514,"""12-68"":""12-71"""
sample,KYD,int_disc_misc,mood,[V]:juru/nangku(-CCASE) 'POT/NEG.POT',:juru/nangku(-CCASE),POT/NEG.POT,"complement, t_result_purp",,,(CCASE),,,,,,Evans1995_518-519,"""12-81"":""12-82"", ""12-84"":""12-85"""
sample,BKW,cjxPbo,external,gu-[V:INFL],gu-,LOC,t_simult_circ,,< gure 'LOC',,,,,,,Evans2003_122-124_159,"""5.140"", ""14.141"""
sample,BKW,cjxPbo,external,[V:INFL]-keno 'when',-keno,when,t_simult_circ,,,,,,,,,Evans2003_153-154_323_631,"""8.99"""
sample,BKW,cjxCla,left-edge,yiman 'like',yiman,like,compar_manner,,,,,,,,,Evans2003_255-256,"""6.103"", ""6.104"""
sample,BKW,int_disc_misc,N-marking,[X]-wali 'in turn',-wali,in turn,t_result_purp,,,,,,,,,Evans2003_258,"""6.116"""
sample,BKW,cjxPbo,external,[V:INFL]-keno 'GEN',-ken,GEN,t_result_purp,,,,,,,,,Evans2003_323_631,"""14.18"", ""5.114"""
sample,BKW,cjxPbo,external,[V:INFL]-kah 'LOC',-kah,LOC,t_simult_circ,,,,,,,,,Evans2003_323_631,"""14.19"""
sample,BKW,int_disc_misc,mood,wardi 'maybe' [+V:IRR/NP],wardi,maybe,appreh,,,[+V:IRR/NP],,,,,,Evans2003_366_656,"""9.32"":""9.33"", ""14.158"""
sample,BKW,int_disc_misc,,[desid/juss_V]:yi 'IRR',:yi,IRR,complement,,,,,,,,,Evans2003_374-375_640-642,"""14.71"":""14.78"""
sample,BKW,int_disc_misc,mood,[V]:yi 'IRR',:yi,IRR,cond,,epistemic,,,,,,,Evans2003_376,
sample,BKW,int_disc_misc,,yiga 'some',yiga,some,disjunct,,partitive,,,,,,,Evans2003_466_617-618,"""10.308"""
sample,BKW,int_disc_misc,aspect,h:[V:INFL] 'IMM',h:,IMM,t_simult_circ,,,,,,,,,Evans2003_524-525,
sample,BKW,int_disc_misc,aspect,[perc]h:[_V:INFL] 'IMM',h:,IMM,complement,,,,,,,,,Evans2003_524-525_636,"""14.42"""
sample,BKW,int_disc_misc,,weleng-[V:INFL] 'then',weleng-,then,t_result_purp,,,,,,,,,Evans2003_526,"""6.82"", ""8.10"", ""11.184"":""11.186"""
sample,BKW,int_disc_misc,N-marking,[N]-warridj 'also',-warridj,also,addit,,,,,,,,,Evans2003_602,"""13.268"":""13.272"""
sample,BKW,int_disc_misc,,wanjh 'then',wanjh,then,t_result_purp,,,,,,,,,Evans2003_623-627,"""12.33"", ""12.48"", ""13.188"""
sample,BKW,cjxCla,left-edge,bonj 'finished' [_V:just],bonj,finished,concess,,,,,,,,,Evans2003_624,"""13.359"", ""13.360"""
sample,BKW,int_disc_misc,relative-tense,(relative tense),(relative tense),(relative tense),"t_simult_circ, complement",,,,,,,,,Evans2003_633-640,"""14.33"":""14.38"""
sample,BKW,cjxCla,left-edge,(demonstratives),(demonstratives),(demonstratives),"reference, complement",,,,,,,,,Evans2003_642-645_662,"""14.79"":""14.99"", ""14.186"":""14.189"""
